"study_id","sample_id","author","pub_year","yi","vi","pub_type","n","ed_level1","ed_level2","country","perc_white","age","perc_female","ei_construct","ei_stream","ei_measure","subject","humanities","achievement_type"
118,128,"Kvapil",2007,0.5119312724735,0.00230735309695852,1,237,1,1,"USA",19.8,14,44.7,3,1,1.1,2,0,0
118,128,"Kvapil",2007,0.557903444652552,0.00201003367909679,1,237,1,1,"USA",19.8,14,44.7,2,1,1.1,0,0,0
118,128,"Kvapil",2007,0.603975507591067,0.00170973008530221,1,237,1,1,"USA",19.8,14,44.7,2,1,1.1,2,1,1
118,128,"Kvapil",2007,0.647947728697913,0.00142622867045053,1,237,1,1,"USA",19.8,14,44.7,2,1,1.1,1,0,0
118,128,"Kvapil",2007,0.295439464820225,0.00352987129340594,1,237,1,1,"USA",19.8,14,44.7,0,1,1.1,0,0,0
118,128,"Kvapil",2007,0.323881063719498,0.0033949402604316,1,237,1,1,"USA",19.8,14,44.7,0,1,1.1,2,1,1
118,128,"Kvapil",2007,0.370961107169168,0.00315132549087101,1,237,1,1,"USA",19.8,14,44.7,0,1,1.1,1,0,0
118,128,"Kvapil",2007,0.697519626105464,0.00111715133199546,1,237,1,1,"USA",19.8,14,44.7,2,1,1.1,1,1,1
118,128,"Kvapil",2007,0.683906775618667,0.00120047870089848,1,237,1,1,"USA",19.8,14,44.7,3,1,1.1,2,1,1
118,128,"Kvapil",2007,0.716094717242539,0.00100581348345404,1,237,1,1,"USA",19.8,14,44.7,3,1,1.1,1,1,1
118,128,"Kvapil",2007,0.401547384755103,0.00298100775698052,1,237,1,1,"USA",19.8,14,44.7,0,1,1.1,1,1,1
118,128,"Kvapil",2007,0.703403068352362,0.00108157379194119,1,237,1,1,"USA",19.8,14,44.7,3,1,1.1,0,0,0
121,131,"Lanciano & Curci",2014,0.466370732157547,0.00695799604994488,0,89,2,2,"Italy",NA,19.21,61.8,3,1,1.1,0,0,0
121,131,"Lanciano & Curci",2014,0.535283021806742,0.00578457293531871,0,89,2,2,"Italy",NA,19.21,61.8,2,1,1.1,0,0,0
121,131,"Lanciano & Curci",2014,0.686276951037995,0.00318029927207862,0,89,2,2,"Italy",NA,19.21,61.8,4,1,1.1,0,0,0
122,132,"Lasser",1997,0.150354928414911,0.015163457929677,1,64,2,2,"USA",NA,21.33267,75,0,3,NA,0,0,0
123,133,"Lawrence & Deepa",2013,0.182355530958953,0.0023423526780903,0,400,1,1,"India",NA,15.74664,44.25,0,3,3.2,0,1,1
124,134,"Leddy, Moineau, Puddester & Wood, Cohort 1",2011,-0.0622987115193443,0.00298871326581904,0,333,2,2,"USA",NA,26.31,58,0,1,1.1,0,0,0
124,135,"Leddy, Moineau, Puddester & Wood, Cohort 2",2011,-0.199835142127205,0.00283608173233611,0,326,2,2,"USA",NA,26.31,57,0,1,1.1,0,0,0
125,136,"Lewis",2004,0.0948003908441077,0.0178564825456642,1,56,2,2,"USA",NA,25.68,82,0,1,1.1,0,0,0
125,137,"Lewis",2004,-0.125911760545694,0.00756674843110592,1,129,2,2,"USA",0,21.58,72.1,0,2,2.2,0,0,0
126,138,"Libbrecht, Lievens, Carette, & Côté",2014,0.10510107751571,0.00267221187527534,0,367,2,2,"Europe",NA,20,61,3,1,1.4,0,0,0
126,138,"Libbrecht, Lievens, Carette, & Côté",2014,0.127414447771801,0.00264424774341219,0,367,2,2,"Europe",NA,20,61,NA,1,NA,0,0,0
126,138,"Libbrecht, Lievens, Carette, & Côté",2014,0.140693375965909,0.00262514364792,0,367,2,2,"Europe",NA,20,61,4,1,1.5,0,0,0
126,138,"Libbrecht, Lievens, Carette, & Côté",2014,0.209695083844306,0.00249723902427887,0,367,2,2,"Europe",NA,20,61,3,1,1.4,0,0,0
126,138,"Libbrecht, Lievens, Carette, & Côté",2014,0.345745112607066,0.0021180611202254,0,367,2,2,"Europe",NA,20,61,NA,1,NA,0,0,0
126,138,"Libbrecht, Lievens, Carette, & Côté",2014,0.398569743870828,0.00193311511503456,0,367,2,2,"Europe",NA,20,61,4,1,1.5,0,0,0
127,139,"Lochner",2016,0.0638671032982211,0.00840558156381141,1,119,2,2,"USA",53.9,21.33267,57.14,0,2,2.2,0,0,0
128,140,"Loera, Sample 1",2013,0.272048974801307,0.0133977544710408,1,65,2,2,"USA",100,19.5,NA,4,1,1.1,0,0,0
128,140,"Loera, Sample 1",2013,0.496779983912182,0.00886444958146771,1,65,2,2,"USA",100,19.5,NA,3,1,1.1,0,0,0
128,140,"Loera, Sample 1",2013,0.503533307019138,0.00870615446436469,1,65,2,2,"USA",100,19.5,NA,1,1,1.1,0,0,0
128,140,"Loera, Sample 1",2013,0.551845031293585,0.00755741302411304,1,65,2,2,"USA",100,19.5,NA,2,1,1.1,0,0,0
128,140,"Loera, Sample 1",2013,0.528927045036146,0.00810531494474555,1,65,2,2,"USA",100,19.5,NA,0,1,1.1,0,0,0
128,141,"Loera, Sample 2",2013,-0.106389975246581,0.00678812820954818,1,145,2,2,"USA",0,19.5,NA,1,1,1.1,0,0,0
128,141,"Loera, Sample 2",2013,-0.0313771164092592,0.00693077723901439,1,145,2,2,"USA",0,19.5,NA,4,1,1.1,0,0,0
128,141,"Loera, Sample 2",2013,-0.0150645646080761,0.00694129284228197,1,145,2,2,"USA",0,19.5,NA,3,1,1.1,0,0,0
128,141,"Loera, Sample 2",2013,-0.00413900969737331,0.00694420651035372,1,145,2,2,"USA",0,19.5,NA,0,1,1.1,0,0,0
128,141,"Loera, Sample 2",2013,0.150694718413213,0.00663262428986291,1,145,2,2,"USA",0,19.5,NA,2,1,1.1,0,0,0
129,142,"Lu",2010,-0.100310391679991,0.000446662214221187,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
129,142,"Lu",2010,-0.0836224604801357,0.000449436402134051,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
129,142,"Lu",2010,-0.0502001017485042,0.000453494188797616,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
129,142,"Lu",2010,-0.0167378101280013,0.000455533167689454,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
129,142,"Lu",2010,0,0.000455788514129444,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
129,142,"Lu",2010,0.0334722872677651,0.000454767760826289,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
129,142,"Lu",2010,0.0334722872677651,0.000454767760826289,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
129,142,"Lu",2010,0.116978440631069,0.000443399881264884,1,2195,2,2,"USA",33.9,19.52,49.5,7,3,3.3,0,0,0
129,142,"Lu",2010,0.150241859149107,0.00043544407042971,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
129,142,"Lu",2010,0.166830772490275,0.000430770116283957,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
129,142,"Lu",2010,0.249220964741794,0.000400927807145055,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
129,142,"Lu",2010,0.249220964741794,0.000400927807145055,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
129,142,"Lu",2010,0.265566571239959,0.00039376602245462,1,2195,2,2,"USA",33.9,19.52,49.5,NA,3,3.3,0,0,0
130,143,"Lui",2009,-0.135870839207568,0.00900391620915035,1,108,1,1,"USA & Canada",79,17.71,100,5,3,3.1,1,0,0
130,143,"Lui",2009,-0.143798473233741,0.00896328577488496,1,108,1,1,"USA & Canada",79,17.71,100,5,3,3.1,1,0,0
130,143,"Lui",2009,-0.1166333933208,0.00909325564685667,1,108,1,1,"USA & Canada",79,17.71,100,5,3,3.1,3,0,0
130,143,"Lui",2009,-0.121957945073245,0.00906984810672441,1,108,1,1,"USA & Canada",79,17.71,100,5,3,3.1,3,0,0
130,143,"Lui",2009,-0.0298662576698794,0.00932912905567967,1,108,1,1,"USA & Canada",79,17.71,100,7,3,3.1,1,0,0
130,143,"Lui",2009,-0.0316080877765084,0.00932712949268704,1,108,1,1,"USA & Canada",79,17.71,100,7,3,3.1,1,0,0
130,143,"Lui",2009,-0.0211581011476577,0.00933742869080207,1,108,1,1,"USA & Canada",79,17.71,100,7,3,3.1,3,0,0
130,143,"Lui",2009,-0.0221236237419725,0.00933664794496241,1,108,1,1,"USA & Canada",79,17.71,100,7,3,3.1,3,0,0
130,143,"Lui",2009,-0.00309698336440239,0.00934561511663621,1,108,1,1,"USA & Canada",79,17.71,100,8,3,3.1,3,0,0
130,143,"Lui",2009,-0.00323828623626475,0.00934559838424739,1,108,1,1,"USA & Canada",79,17.71,100,8,3,3.1,3,0,0
130,143,"Lui",2009,0.0020074235078361,0.0093457190702613,1,108,1,1,"USA & Canada",79,17.71,100,0,3,3.1,1,0,0
130,143,"Lui",2009,0.00212445748550729,0.00934571003159958,1,108,1,1,"USA & Canada",79,17.71,100,0,3,3.1,1,0,0
130,143,"Lui",2009,0.0194309452937332,0.00933873849796983,1,108,1,1,"USA & Canada",79,17.71,100,8,3,3.1,2,0,0
130,143,"Lui",2009,0.0193805397180187,0.00933877505083956,1,108,1,1,"USA & Canada",79,17.71,100,8,3,3.1,2,0,0
130,143,"Lui",2009,0.0193026204083885,0.00933883136929821,1,108,1,1,"USA & Canada",79,17.71,100,0,3,3.1,3,0,0
130,143,"Lui",2009,0.0201834099260401,0.00933818155026039,1,108,1,1,"USA & Canada",79,17.71,100,0,3,3.1,3,0,0
130,143,"Lui",2009,0.0405123114968505,0.00931514204604987,1,108,1,1,"USA & Canada",79,17.71,100,6,3,3.1,1,0,0
130,143,"Lui",2009,0.042876715565228,0.00931146312416889,1,108,1,1,"USA & Canada",79,17.71,100,6,3,3.1,1,0,0
130,143,"Lui",2009,0.0489784135633614,0.00930100920241918,1,108,1,1,"USA & Canada",79,17.71,100,8,3,3.1,1,0,0
130,143,"Lui",2009,0.0489784135633614,0.00930100920241918,1,108,1,1,"USA & Canada",79,17.71,100,8,3,3.1,1,0,0
130,143,"Lui",2009,0.0561021557193536,0.00928705610000558,1,108,1,1,"USA & Canada",79,17.71,100,9,3,3.1,1,0,0
130,143,"Lui",2009,0.0900343418978523,0.00919489107248922,1,108,1,1,"USA & Canada",79,17.71,100,9,3,3.1,1,0,0
130,143,"Lui",2009,0.0970332694109803,0.00917063308462341,1,108,1,1,"USA & Canada",79,17.71,100,5,3,3.1,2,0,0
130,143,"Lui",2009,0.102692651913657,0.00914971637362296,1,108,1,1,"USA & Canada",79,17.71,100,5,3,3.1,1,0,0
130,143,"Lui",2009,0.1000792631265,0.00915951962255867,1,108,1,1,"USA & Canada",79,17.71,100,5,3,3.1,4,0,0
130,143,"Lui",2009,0.106545322240131,0.00913481359233941,1,108,1,1,"USA & Canada",79,17.71,100,5,3,3.1,4,0,0
130,143,"Lui",2009,0.0849429866585118,0.00921141531539848,1,108,1,1,"USA & Canada",79,17.71,100,6,3,3.1,3,0,0
130,143,"Lui",2009,0.0888363982711519,0.0091988642136386,1,108,1,1,"USA & Canada",79,17.71,100,6,3,3.1,3,0,0
130,143,"Lui",2009,0.118593835976847,0.00908475527325854,1,108,1,1,"USA & Canada",79,17.71,100,9,3,3.1,3,0,0
130,143,"Lui",2009,0.124018332536888,0.00906051838887446,1,108,1,1,"USA & Canada",79,17.71,100,9,3,3.1,3,0,0
130,143,"Lui",2009,0.108728195200131,0.00912613191191924,1,108,1,1,"USA & Canada",79,17.71,100,7,3,3.1,2,0,0
130,143,"Lui",2009,0.115096626356417,0.00909982263920991,1,108,1,1,"USA & Canada",79,17.71,100,7,3,3.1,2,0,0
130,143,"Lui",2009,0.144892093037847,0.00895750746702734,1,108,1,1,"USA & Canada",79,17.71,100,9,3,3.1,2,0,0
130,143,"Lui",2009,0.153371555197619,0.00891128650307731,1,108,1,1,"USA & Canada",79,17.71,100,9,3,3.1,2,0,0
130,143,"Lui",2009,0.134816782351757,0.00900915160325767,1,108,1,1,"USA & Canada",79,17.71,100,0,3,3.1,2,0,0
130,143,"Lui",2009,0.142717406056715,0.00896895654159342,1,108,1,1,"USA & Canada",79,17.71,100,0,3,3.1,2,0,0
130,143,"Lui",2009,0.139014361475792,0.0089880698126138,1,108,1,1,"USA & Canada",79,17.71,100,7,3,3.1,4,0,0
130,143,"Lui",2009,0.148061071269095,0.00894052725212158,1,108,1,1,"USA & Canada",79,17.71,100,7,3,3.1,4,0,0
130,143,"Lui",2009,0.14445385033561,0.00895982802227018,1,108,1,1,"USA & Canada",79,17.71,100,6,3,3.1,2,0,0
130,143,"Lui",2009,0.152989721658165,0.00891342172129964,1,108,1,1,"USA & Canada",79,17.71,100,6,3,3.1,2,0,0
130,143,"Lui",2009,0.171200157060699,0.00880598185860078,1,108,1,1,"USA & Canada",79,17.71,100,8,3,3.1,4,0,0
130,143,"Lui",2009,0.182379233612767,0.00873441124518548,1,108,1,1,"USA & Canada",79,17.71,100,8,3,3.1,4,0,0
130,143,"Lui",2009,0.228034086180587,0.00839911087573494,1,108,1,1,"USA & Canada",79,17.71,100,0,3,3.1,4,0,0
130,143,"Lui",2009,0.242981350680085,0.00827482093998272,1,108,1,1,"USA & Canada",79,17.71,100,0,3,3.1,4,0,0
130,143,"Lui",2009,0.213247399278405,0.00851513102154053,1,108,1,1,"USA & Canada",79,17.71,100,6,3,3.1,4,0,0
130,143,"Lui",2009,0.227430253505396,0.00840398491188644,1,108,1,1,"USA & Canada",79,17.71,100,6,3,3.1,4,0,0
130,143,"Lui",2009,0.278375309712959,0.0079534533641125,1,108,1,1,"USA & Canada",79,17.71,100,9,3,3.1,4,0,0
130,143,"Lui",2009,0.296608451429751,0.00777370776222967,1,108,1,1,"USA & Canada",79,17.71,100,9,3,3.1,4,0,0
131,144,"MacCann & Roberts",2008,0.278498846935631,0.00766569898654915,0,112,2,2,"Australia",NA,21.1,67.63,4,1,1.5,0,0,0
131,144,"MacCann & Roberts",2008,0.282867400738159,0.00410861311659414,0,207,2,2,"Australia",NA,21.1,67.63,1,1,1.2,6,0,0
131,144,"MacCann & Roberts",2008,0.461596819948513,0.00300609839155508,0,207,2,2,"Australia",NA,21.1,67.63,1,1,1.2,0,0,0
131,144,"MacCann & Roberts",2008,0.572731503177556,0.00406806552087424,0,112,2,2,"Australia",NA,21.1,67.63,4,1,1.5,6,0,0
131,144,"MacCann & Roberts",2008,0.605429140197862,0.00194789292077542,0,207,2,2,"Australia",NA,21.1,67.63,3,1,1.4,0,0,0
131,144,"MacCann & Roberts",2008,0.678008069597816,0.00141713376322902,0,207,2,2,"Australia",NA,21.1,67.63,3,1,1.4,6,0,0
132,145,"MacCann, Fogarty, Zeidner & Roberts, Study 1",2011,0.30052094095352,0.00523753630654709,0,159,2,2,"USA",64.15,23.43,51.56,1,1,1.1,0,0,0
132,145,"MacCann, Fogarty, Zeidner & Roberts, Study 1",2011,0.497593807253131,0.00358295168613597,0,159,2,2,"USA",64.15,23.43,51.56,3,1,1.1,0,0,0
132,145,"MacCann, Fogarty, Zeidner & Roberts, Study 1",2011,0.528130291215142,0.00329084843328044,0,159,2,2,"USA",64.15,23.43,51.56,2,1,1.1,0,0,0
132,145,"MacCann, Fogarty, Zeidner & Roberts, Study 1",2011,0.575676770628892,0.00282924653932914,0,159,2,2,"USA",64.15,23.43,51.56,4,1,1.1,0,0,0
133,146,"Malik & Shujja",2013,-0.0320467262309464,0.00491599541571274,0,204,0,0,"Pakistan",NA,11.48,50,7,3,3.1,0,0,0
133,146,"Malik & Shujja",2013,0.0320467262309464,0.00491599541571274,0,204,0,0,"Pakistan",NA,11.48,50,5,3,3.1,0,0,0
133,146,"Malik & Shujja",2013,0.221597220516736,0.00445419052694741,0,204,0,0,"Pakistan",NA,11.48,50,0,3,3.1,0,0,0
133,146,"Malik & Shujja",2013,0.288520524876856,0.00414010538184621,0,204,0,0,"Pakistan",NA,11.48,50,8,3,3.1,0,0,0
133,146,"Malik & Shujja",2013,0.337003368497881,0.00387071868323963,0,204,0,0,"Pakistan",NA,11.48,50,6,3,3.1,0,0,0
137,150,"Martin",2011,-0.131477264440851,0.00571435664519307,1,170,0,0,"USA",56,11,54,5,3,3.1,1,1,1
137,150,"Martin",2011,-0.111892282366979,0.00576992296899454,1,170,0,0,"USA",56,11,54,5,3,3.1,2,1,1
137,150,"Martin",2011,0.154518076282221,0.00563797860203497,1,170,0,0,"USA",56,11,54,6,3,3.1,2,1,1
137,150,"Martin",2011,0.177338741329442,0.00555083421942906,1,170,0,0,"USA",56,11,54,9,3,3.1,2,1,1
137,150,"Martin",2011,0.212278914559865,0.00539589313096774,1,170,0,0,"USA",56,11,54,0,3,3.1,1,1,1
137,150,"Martin",2011,0.20750189309644,0.00541857891740101,1,170,0,0,"USA",56,11,54,9,3,3.1,1,1,1
137,150,"Martin",2011,0.219043048953943,0.00536297249772765,1,170,0,0,"USA",56,11,54,6,3,3.1,1,1,1
137,150,"Martin",2011,0.240331729350734,0.0052533577580304,1,170,0,0,"USA",56,11,54,7,3,3.1,1,1,1
137,150,"Martin",2011,0.252466378137604,0.00518688846524683,1,170,0,0,"USA",56,11,54,8,3,3.1,1,1,1
137,150,"Martin",2011,0.290712370105899,0.00495926152782503,1,170,0,0,"USA",56,11,54,0,3,3.1,2,1,1
137,150,"Martin",2011,0.28884258259538,0.00497100885278055,1,170,0,0,"USA",56,11,54,7,3,3.1,2,1,1
137,150,"Martin",2011,0.448356338502268,0.00377729939242691,1,170,0,0,"USA",56,11,54,8,3,3.1,2,1,1
138,151,"Matešić",2015,-0.0699269294406556,0.00269088141027734,0,369,1,1,"Croatia",NA,16.52,58.81,0,3,3.1,2,0,0
138,151,"Matešić",2015,0.0125969103571245,0.00271652896977971,0,369,1,1,"Croatia",NA,16.52,58.81,0,3,3.1,0,0,0
138,151,"Matešić",2015,0.0559439300982683,0.00270040855581073,0,369,1,1,"Croatia",NA,16.52,58.81,0,3,3.1,1,0,0
140,153,"Mavroveli, Petrides, Sangareau & Furnham",2009,0.344507262591709,0.00558788260111554,0,140,0,0,"UK",NA,9.26,45,0,3,3.2,1,0,0
140,153,"Mavroveli, Petrides, Sangareau & Furnham",2009,0.368333080719704,0.00537458727307175,0,140,0,0,"UK",NA,9.26,45,0,3,3.2,2,0,0
141,154,"Mavroveli, Petrides, Shove & Whitehead, Sample 1",2008,0.0240505222282821,0.0144759924541972,0,70,1,1,"UK",NA,11.23,0,0,3,3.2,3,0,0
141,154,"Mavroveli, Petrides, Shove & Whitehead, Sample 1",2008,0.172379288524448,0.0136442568168782,0,70,1,1,"UK",NA,11.23,0,0,3,3.2,1,0,0
141,154,"Mavroveli, Petrides, Shove & Whitehead, Sample 1",2008,0.24188937983004,0.0128464134955546,0,70,1,1,"UK",NA,11.23,0,0,3,3.2,1,0,0
141,154,"Mavroveli, Petrides, Shove & Whitehead, Sample 1",2008,0.394370623483339,0.0103352556541544,0,70,1,1,"UK",NA,11.23,0,0,3,3.2,2,0,0
141,154,"Mavroveli, Petrides, Shove & Whitehead, Sample 1",2008,0.513540375587856,0.00785656180260541,0,70,1,1,"UK",NA,11.23,0,0,3,3.2,1,0,0
141,155,"Mavroveli, Petrides, Shove & Whitehead, Sample 2",2008,-0.16569663786774,0.0139094565596913,0,69,1,1,"UK",NA,11.23,100,0,3,3.2,1,0,0
141,155,"Mavroveli, Petrides, Shove & Whitehead, Sample 2",2008,-0.0267228149036663,0.014684886651157,0,69,1,1,"UK",NA,11.23,100,0,3,3.2,2,0,0
141,155,"Mavroveli, Petrides, Shove & Whitehead, Sample 2",2008,0.0133613829233364,0.0147006320406542,0,69,1,1,"UK",NA,11.23,100,0,3,3.2,3,0,0
141,155,"Mavroveli, Petrides, Shove & Whitehead, Sample 2",2008,0.370283977858149,0.0109496877217543,0,69,1,1,"UK",NA,11.23,100,0,3,3.2,1,0,0
142,156,"McClain",2009,0.301479286835189,0.00983906461622098,1,85,2,2,"USA",72,24.52,58.82,0,2,2.2,0,0,0
143,157,"Menzie",2005,0.234801639897566,0.0165328869682884,1,55,1,1,"USA",59,12.51,47,0,3,3.1,0,0,0
145,159,"Mitrofan & Cioricaru",2014,-0.0817363716035358,0.00730876270120764,3,136,1,1,"Romania",NA,15.74664,50,0,3,NA,0,0,0
147,161,"Naeem, Vleuten, Muijtjens, Violato, Ali, Al-Faris, Hoogenboom & Naeem",2014,0.164792445291826,0.00203095360119905,0,467,2,2,"Saudi Arabia",NA,21.5,28.5,0,2,2.2,0,0,0
148,162,"Nelson",2010,0.558434896365037,0.00338250760410093,1,141,1,1,"USA",61.27,16,49.3,0,1,1.1,1,1,1
149,163,"Nesari, Karimi & Filinezhad",2011,0.200397273743537,0.00774197156336669,0,120,3,1,"Iran",NA,15.16,50,0,3,3.1,5,1,1
150,164,"Newsome, Day & Catano",2000,-0.121738427210608,0.00542222989012485,0,180,2,2,"Canada",NA,21,65.56,9,3,3.1,0,0,0
150,164,"Newsome, Day & Catano",2000,-0.0357322474149791,0.00557233543682125,0,180,2,2,"Canada",NA,21,65.56,5,3,3.1,0,0,0
150,164,"Newsome, Day & Catano",2000,-0.0408273614457989,0.00556798341665822,0,180,2,2,"Canada",NA,21,65.56,6,3,3.1,0,0,0
150,164,"Newsome, Day & Catano",2000,-0.0416994868749916,0.0055671806099348,0,180,2,2,"Canada",NA,21,65.56,7,3,3.1,0,0,0
150,164,"Newsome, Day & Catano",2000,0.0118825039112101,0.00558501470467775,0,180,2,2,"Canada",NA,21,65.56,0,3,3.1,0,0,0
150,164,"Newsome, Day & Catano",2000,0.0713131503102153,0.00552991470481104,0,180,2,2,"Canada",NA,21,65.56,8,3,3.1,0,0,0
152,166,"Nwabuebo",2013,0.312443651095507,0.013801488072477,1,60,2,2,"USA",0,28.3,71.7,0,3,3.2,0,0,0
153,167,"O'Connor, Little",2003,0.0848872105926396,0.0110746095175776,0,90,2,1,"USA",90,19.74,41.11,1,1,1.1,0,1,1
153,167,"O'Connor, Little",2003,0.248354067190125,0.00989263938515208,0,90,2,1,"USA",90,19.74,41.11,2,1,1.1,0,1,1
153,167,"O'Connor, Little",2003,0.370908548697248,0.00835707942718355,0,90,2,1,"USA",90,19.74,41.11,4,1,1.1,0,1,1
153,167,"O'Connor, Little",2003,0.504289598021361,0.0062478265263342,0,90,2,1,"USA",90,19.74,41.11,0,1,1.1,0,1,1
153,167,"O'Connor, Little",2003,-0.0124154490105972,0.0112324914271001,0,90,2,1,"USA",90,19.74,41.11,8,3,3.1,0,1,1
153,167,"O'Connor, Little",2003,0.0559481443083778,0.0111657236900754,0,90,2,1,"USA",90,19.74,41.11,6,3,3.1,0,1,1
153,167,"O'Connor, Little",2003,0.0647835743488571,0.0111418403489366,0,90,2,1,"USA",90,19.74,41.11,7,3,3.1,0,1,1
153,167,"O'Connor, Little",2003,0.0749516668026587,0.011110068027287,0,90,2,1,"USA",90,19.74,41.11,0,3,3.1,0,1,1
153,167,"O'Connor, Little",2003,0.0817730721134497,0.0110861914957404,0,90,2,1,"USA",90,19.74,41.11,5,3,3.1,0,1,1
153,167,"O'Connor, Little",2003,0.190359784360268,0.0104363979113875,0,90,2,1,"USA",90,19.74,41.11,9,3,3.1,0,1,1
153,167,"O'Connor, Little",2003,-0.0498864549835568,0.0111800997375161,0,90,2,2,"USA",90,19.74,41.11,1,1,1.1,0,0,0
153,167,"O'Connor, Little",2003,-0.0127823365075463,0.011232283712837,0,90,2,2,"USA",90,19.74,41.11,2,1,1.1,0,0,0
153,167,"O'Connor, Little",2003,0.122368776813425,0.0109019774058252,0,90,2,2,"USA",90,19.74,41.11,0,1,1.1,0,0,0
153,167,"O'Connor, Little",2003,0.137335459869969,0.0108161087789001,0,90,2,2,"USA",90,19.74,41.11,4,1,1.1,0,0,0
153,167,"O'Connor, Little",2003,0.395906520491448,0.00798970899049999,0,90,2,2,"USA",90,19.74,41.11,3,1,1.1,0,0,0
153,167,"O'Connor, Little",2003,0.143435824626896,0.0107783776533278,0,90,2,2,"USA",90,19.74,41.11,6,3,3.1,0,0,0
153,167,"O'Connor, Little",2003,0.165646503590394,0.010627813005334,0,90,2,2,"USA",90,19.74,41.11,8,3,3.1,0,0,0
153,167,"O'Connor, Little",2003,0.195626037483666,0.0103924209562851,0,90,2,2,"USA",90,19.74,41.11,9,3,3.1,0,0,0
153,167,"O'Connor, Little",2003,0.264034173184647,0.00972395459322682,0,90,2,2,"USA",90,19.74,41.11,5,3,3.1,0,0,0
153,167,"O'Connor, Little",2003,0.293974838310367,0.00937782262529397,0,90,2,2,"USA",90,19.74,41.11,0,3,3.1,0,0,0
153,167,"O'Connor, Little",2003,0.381843366732022,0.00819831682026111,0,90,2,2,"USA",90,19.74,41.11,7,3,3.1,0,0,0
157,171,"Olatoye, Akintunde & Yakasai",2010,-0.110106215200468,0.0041705137566571,0,235,2,2,"Nigeria",NA,23,51.91,0,2,2.5,0,0,0
158,172,"Olson",2008,0.0638538383872211,0.0135871506729466,1,74,2,2,"USA",NA,18.85,59.5,0,3,3.1,0,0,0
158,172,"Olson",2008,0.120057389820675,0.0133065781268766,1,74,2,2,"USA",NA,18.85,59.5,7,3,3.1,0,0,0
158,172,"Olson",2008,0.134844280547145,0.0132049953529999,1,74,2,2,"USA",NA,18.85,59.5,8,3,3.1,0,0,0
158,172,"Olson",2008,0.145565899951429,0.0131242483498419,1,74,2,2,"USA",NA,18.85,59.5,6,3,3.1,0,0,0
158,172,"Olson",2008,0.204542381135703,0.0125763727700584,1,74,2,2,"USA",NA,18.85,59.5,9,3,3.1,0,0,0
158,172,"Olson",2008,0.353059759308619,0.010496377161514,1,74,2,2,"USA",NA,18.85,59.5,5,3,3.1,0,0,0
160,174,"Opateye",2014,0.0717337060384132,0.00165231223592231,0,600,2,2,"Nigeria",NA,21.33267,46,0,3,2.5,3,1,1
161,175,"Parker, Creque Sr., Barnhart, Harris, Majeski, Wood, Bond & Hogan",2004,0.0665503074009967,0.00148823082388805,0,667,1,1,"USA",81,16.21,54.42,5,3,3.1,0,0,0
161,175,"Parker, Creque Sr., Barnhart, Harris, Majeski, Wood, Bond & Hogan",2004,0.313448185452597,0.00122095118076327,0,667,1,1,"USA",81,16.21,54.42,7,3,3.1,0,0,0
161,175,"Parker, Creque Sr., Barnhart, Harris, Majeski, Wood, Bond & Hogan",2004,0.299788908944945,0.00124373940895505,0,667,1,1,"USA",81,16.21,54.42,8,3,3.1,0,0,0
161,175,"Parker, Creque Sr., Barnhart, Harris, Majeski, Wood, Bond & Hogan",2004,0.477347753702545,0.000895193429094877,0,667,1,1,"USA",81,16.21,54.42,6,3,3.1,0,0,0
161,175,"Parker, Creque Sr., Barnhart, Harris, Majeski, Wood, Bond & Hogan",2004,0.421723726049345,0.00101490861982102,0,667,1,1,"USA",81,16.21,54.42,0,3,3.1,0,0,0
162,176,"Parker, Duffy, Wood, Bond & Hogan",2005,0.052272753498075,0.000697924620853303,0,1426,2,2,"USA",71,18.36,64.24,5,3,3.1,0,0,0
162,176,"Parker, Duffy, Wood, Bond & Hogan",2005,0.127966098069852,0.000678959653802468,0,1426,2,2,"USA",71,18.36,64.24,8,3,3.1,0,0,0
162,176,"Parker, Duffy, Wood, Bond & Hogan",2005,0.158018610799127,0.000667146478777056,0,1426,2,2,"USA",71,18.36,64.24,7,3,3.1,0,0,0
162,176,"Parker, Duffy, Wood, Bond & Hogan",2005,0.223965625052963,0.000633119216493021,0,1426,2,2,"USA",71,18.36,64.24,0,3,3.1,0,0,0
162,176,"Parker, Duffy, Wood, Bond & Hogan",2005,0.182192611026796,0.000655939337827071,0,1426,2,2,"USA",71,18.36,64.24,6,3,3.1,0,0,0
